,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,Date,Hour,WeekDay,Month,Total_Booking
6036,Summer,0,1," Light Snow, Light Rain",13.12,15.15,93,16.9979,1302220800000000000,17,Friday,April,148
6037,Winter,0,1, Clear + Few clouds,17.22,21.21,44,7.0015,1322784000000000000,14,Friday,December,170
6038,Spring,0,1, Clear + Few clouds,12.3,12.88,33,35.0008,1326844800000000000,15,Wednesday,January,130
6039,Winter,0,1, Mist + Cloudy ,12.3,14.395,52,19.0012,1352073600000000000,9,Monday,November,257
6040,Winter,0,1," Light Snow, Light Rain",21.32,25.0,88,32.9975,1318982400000000000,10,Wednesday,October,123
6041,Fall,0,1, Clear + Few clouds,27.88,31.82,57,11.0014,1347580800000000000,19,Friday,September,579
6042,Winter,0,1, Clear + Few clouds,16.4,20.455,82,7.0015,1317686400000000000,3,Tuesday,October,6
6043,Winter,1,0, Clear + Few clouds,13.12,15.91,39,12.998,1320969600000000000,22,Friday,November,91
6044,Spring,0,1, Clear + Few clouds,11.48,15.15,75,6.0032,1330646400000000000,8,Friday,March,549
6045,Spring,0,1, Clear + Few clouds,6.56,6.82,47,26.0027,1294012800000000000,4,Monday,January,1
6046,Winter,0,1, Clear + Few clouds,12.3,15.91,49,7.0015,1323302400000000000,17,Thursday,December,331
6047,Winter,0,1, Mist + Cloudy ,19.68,23.485,77,6.0032,1349740800000000000,23,Tuesday,October,84
6048,Winter,0,1, Clear + Few clouds,20.5,24.24,45,12.998,1318550400000000000,21,Friday,October,178
6049,Spring,0,1, Clear + Few clouds,7.38,6.82,43,30.0026,1296691200000000000,11,Thursday,February,64
6050,Fall,0,1, Clear + Few clouds,35.26,39.395,44,23.9994,1341446400000000000,10,Thursday,July,186
6051,Summer,0,0, Clear + Few clouds,15.58,19.695,46,26.0027,1302998400000000000,8,Sunday,April,43
6052,Fall,0,1, Mist + Cloudy ,29.52,34.09,62,8.9981,1341792000000000000,11,Monday,July,216
6053,Spring,0,0, Clear + Few clouds,12.3,13.635,33,22.0028,1331337600000000000,11,Saturday,March,274
6054,Spring,0,1, Clear + Few clouds,12.3,13.635,42,26.0027,1326844800000000000,11,Wednesday,January,114
6055,Spring,0,0, Clear + Few clouds,12.3,14.395,61,16.9979,1329523200000000000,2,Saturday,February,45
6056,Fall,0,0, Clear + Few clouds,31.98,37.12,62,11.0014,1341705600000000000,19,Sunday,July,250
6057,Summer,0,1, Clear + Few clouds,18.86,22.725,82,6.0032,1304899200000000000,0,Monday,May,53
6058,Fall,0,1, Clear + Few clouds,32.8,37.88,55,6.0032,1310947200000000000,11,Monday,July,141
6059,Spring,0,1, Clear + Few clouds,29.52,32.575,32,15.0013,1331769600000000000,15,Thursday,March,287
6060,Winter,0,1, Mist + Cloudy ,10.66,12.88,56,11.0014,1355356800000000000,5,Thursday,December,33
6061,Summer,0,1, Clear + Few clouds,13.94,15.15,46,27.9993,1301616000000000000,15,Friday,April,111
6062,Winter,0,1, Clear + Few clouds,21.32,25.0,32,6.0032,1349913600000000000,14,Thursday,October,348
6063,Summer,0,1, Clear + Few clouds,25.42,31.06,38,27.9993,1338768000000000000,19,Monday,June,645
6064,Winter,0,1," Light Snow, Light Rain",22.14,25.76,88,0.0,1350604800000000000,1,Friday,October,16
6065,Spring,0,1," Light Snow, Light Rain",9.84,12.88,87,7.0015,1328659200000000000,19,Wednesday,February,161
6066,Fall,0,0, Clear + Few clouds,30.34,36.365,72,12.998,1344038400000000000,8,Saturday,August,181
6067,Winter,0,0, Mist + Cloudy ,16.4,20.455,87,7.0015,1354924800000000000,11,Saturday,December,404
6068,Fall,0,1, Clear + Few clouds,31.98,34.85,46,8.9981,1341532800000000000,7,Friday,July,353
6069,Summer,0,1, Mist + Cloudy ,22.14,25.76,68,15.0013,1305158400000000000,10,Thursday,May,147
6070,Fall,0,1, Mist + Cloudy ,25.42,29.545,73,11.0014,1347840000000000000,18,Monday,September,774
6071,Fall,0,1, Mist + Cloudy ,28.7,33.335,74,8.9981,1341964800000000000,9,Wednesday,July,328
6072,Spring,0,1, Mist + Cloudy ,5.74,9.09,69,6.0032,1294272000000000000,5,Thursday,January,4
6073,Winter,0,1," Light Snow, Light Rain",26.24,28.79,89,0.0,1349308800000000000,0,Thursday,October,76
6074,Summer,0,1, Clear + Few clouds,16.4,20.455,62,16.9979,1301875200000000000,5,Monday,April,7
6075,Winter,0,1, Mist + Cloudy ,22.96,26.515,68,16.9979,1350518400000000000,20,Thursday,October,387
6076,Summer,0,1, Clear + Few clouds,17.22,21.21,35,19.0012,1333584000000000000,10,Thursday,April,246
6077,Fall,0,1, Clear + Few clouds,26.24,28.79,89,0.0,1315353600000000000,16,Wednesday,September,144
6078,Winter,0,0, Mist + Cloudy ,12.3,16.665,87,0.0,1354320000000000000,21,Saturday,December,158
6079,Summer,0,1, Clear + Few clouds,22.14,25.76,30,16.9979,1334620800000000000,22,Tuesday,April,162
6080,Spring,0,1, Clear + Few clouds,25.42,31.06,38,43.9989,1331164800000000000,17,Thursday,March,597
6081,Fall,0,1, Clear + Few clouds,24.6,28.79,78,0.0,1315872000000000000,2,Tuesday,September,2
6082,Spring,0,0, Mist + Cloudy ,18.86,22.725,67,19.0012,1299283200000000000,13,Saturday,March,190
6083,Winter,0,1, Mist + Cloudy ,18.86,22.725,67,0.0,1350432000000000000,10,Wednesday,October,228
6084,Fall,0,0, Clear + Few clouds,34.44,41.665,59,11.0014,1341619200000000000,9,Saturday,July,256
6085,Spring,1,0, Clear + Few clouds,5.74,10.605,46,0.0,1326672000000000000,2,Monday,January,17
6086,Fall,1,0, Mist + Cloudy ,31.98,35.605,49,0.0,1309737600000000000,13,Monday,July,423
6087,Winter,0,1, Clear + Few clouds,21.32,25.0,59,22.0028,1323907200000000000,20,Thursday,December,221
6088,Summer,0,1, Mist + Cloudy ,20.5,24.24,39,19.0012,1334707200000000000,6,Wednesday,April,134
6089,Winter,0,1, Clear + Few clouds,13.12,15.15,53,15.0013,1355184000000000000,18,Tuesday,December,546
6090,Spring,0,1, Mist + Cloudy ,6.56,11.365,93,0.0,1296518400000000000,10,Tuesday,February,47
6091,Summer,0,0, Clear + Few clouds,27.06,31.06,74,7.0015,1307750400000000000,23,Saturday,June,131
6092,Winter,0,0, Clear + Few clouds,16.4,20.455,40,15.0013,1320451200000000000,16,Saturday,November,335
6093,Fall,0,1, Clear + Few clouds,25.42,31.06,41,12.998,1347321600000000000,19,Tuesday,September,596
6094,Fall,0,0, Mist + Cloudy ,27.06,29.545,89,0.0,1346544000000000000,6,Sunday,September,15
6095,Fall,0,0, Clear + Few clouds,27.88,31.82,65,15.0013,1310860800000000000,8,Sunday,July,118
6096,Spring,0,0, Mist + Cloudy ,12.3,13.635,61,19.9995,1328918400000000000,15,Saturday,February,124
6097,Spring,0,1, Mist + Cloudy ,8.2,9.85,59,12.998,1294272000000000000,23,Thursday,January,23
6098,Winter,0,1," Light Snow, Light Rain",18.86,22.725,77,31.0009,1355184000000000000,0,Tuesday,December,31
6099,Fall,1,0, Mist + Cloudy ,31.16,36.365,66,16.9979,1346630400000000000,13,Monday,September,566
6100,Fall,0,1, Clear + Few clouds,33.62,34.85,17,0.0,1309478400000000000,16,Friday,July,427
6101,Winter,0,1, Clear + Few clouds,13.12,15.15,45,19.0012,1355356800000000000,10,Thursday,December,167
6102,Winter,0,0, Mist + Cloudy ,16.4,20.455,58,12.998,1321142400000000000,0,Sunday,November,73
6103,Winter,0,1, Clear + Few clouds,13.12,15.15,31,22.0028,1352332800000000000,10,Thursday,November,161
6104,Fall,0,0, Clear + Few clouds,30.34,34.85,70,19.0012,1344124800000000000,0,Sunday,August,153
6105,Fall,0,0, Mist + Cloudy ,35.26,39.395,44,19.0012,1346457600000000000,15,Saturday,September,563
6106,Fall,0,1," Light Snow, Light Rain",26.24,28.79,89,7.0015,1344556800000000000,7,Friday,August,133
6107,Summer,0,0, Clear + Few clouds,22.14,25.76,64,6.0032,1339891200000000000,4,Sunday,June,18
6108,Fall,0,1, Clear + Few clouds,32.8,37.88,55,7.0015,1342656000000000000,11,Thursday,July,216
6109,Winter,0,1, Clear + Few clouds,20.5,24.24,48,6.0032,1320105600000000000,12,Tuesday,November,176
6110,Winter,0,1, Clear + Few clouds,12.3,15.91,42,6.0032,1354752000000000000,14,Thursday,December,212
6111,Winter,0,1," Light Snow, Light Rain",22.14,25.76,100,8.9981,1318982400000000000,15,Wednesday,October,120
6112,Spring,0,0, Clear + Few clouds,9.02,11.365,69,8.9981,1331424000000000000,7,Sunday,March,17
6113,Summer,0,0, Clear + Few clouds,26.24,29.545,78,7.0015,1307836800000000000,7,Sunday,June,34
6114,Spring,0,1, Clear + Few clouds,11.48,13.635,61,15.0013,1330992000000000000,23,Tuesday,March,54
6115,Winter,0,0, Clear + Few clouds,18.04,21.97,54,0.0,1352505600000000000,20,Saturday,November,192
6116,Summer,0,1, Clear + Few clouds,19.68,23.485,36,30.0026,1334188800000000000,13,Thursday,April,203
6117,Summer,0,0, Mist + Cloudy ,26.24,31.06,36,11.0014,1336780800000000000,19,Saturday,May,439
6118,Summer,0,1," Light Snow, Light Rain",13.94,15.15,81,26.0027,1301961600000000000,10,Tuesday,April,28
6119,Winter,0,1," Light Snow, Light Rain",22.14,25.76,94,8.9981,1318377600000000000,18,Wednesday,October,172
6120,Fall,0,1, Clear + Few clouds,30.34,32.575,37,16.9979,1313020800000000000,10,Thursday,August,132
6121,Winter,0,1, Clear + Few clouds,9.02,10.605,55,19.0012,1323302400000000000,6,Thursday,December,71
6122,Spring,0,1, Mist + Cloudy ,8.2,9.85,47,12.998,1297814400000000000,3,Wednesday,February,1
6123,Summer,0,1, Mist + Cloudy ,25.42,31.06,50,6.0032,1302566400000000000,1,Tuesday,April,13
6124,Spring,0,1, Mist + Cloudy ,9.84,9.85,32,30.0026,1297123200000000000,13,Tuesday,February,50
6125,Summer,0,1, Clear + Few clouds,17.22,21.21,35,12.998,1334188800000000000,23,Thursday,April,94
6126,Spring,0,1, Clear + Few clouds,7.38,9.09,51,15.0013,1330992000000000000,5,Tuesday,March,25
6127,Winter,0,1, Clear + Few clouds,8.2,11.365,69,7.0015,1355443200000000000,5,Friday,December,34
6128,Winter,0,0, Mist + Cloudy ,21.32,25.0,29,27.9993,1321142400000000000,13,Sunday,November,339
6129,Summer,0,0, Mist + Cloudy ,27.06,30.305,78,8.9981,1308441600000000000,3,Sunday,June,30
6130,Winter,0,1, Clear + Few clouds,15.58,19.695,40,19.9995,1352764800000000000,16,Tuesday,November,310
6131,Fall,0,1, Clear + Few clouds,31.16,36.365,66,19.0012,1309910400000000000,14,Wednesday,July,163
6132,Spring,0,0, Mist + Cloudy ,15.58,19.695,34,12.998,1330819200000000000,1,Sunday,March,76
6133,Summer,0,0, Clear + Few clouds,26.24,28.79,89,19.0012,1307836800000000000,3,Sunday,June,28
6134,Summer,0,0, Mist + Cloudy ,30.34,34.09,55,7.0015,1308441600000000000,15,Sunday,June,362
6135,Summer,0,1, Clear + Few clouds,24.6,30.305,64,12.998,1308182400000000000,5,Thursday,June,25
6136,Spring,0,0," Light Snow, Light Rain",9.84,12.88,75,6.0032,1329609600000000000,22,Sunday,February,55
6137,Spring,1,0, Clear + Few clouds,12.3,13.635,36,27.9993,1325462400000000000,14,Monday,January,151
6138,Fall,0,1, Clear + Few clouds,20.5,24.24,72,6.0032,1347408000000000000,4,Wednesday,September,5
6139,Winter,0,1, Clear + Few clouds,20.5,24.24,48,16.9979,1320105600000000000,14,Tuesday,November,150
6140,Spring,0,1, Mist + Cloudy ,12.3,16.665,70,0.0,1328572800000000000,3,Tuesday,February,2
6141,Summer,0,1," Light Snow, Light Rain",29.52,34.09,66,19.0012,1338508800000000000,14,Friday,June,254
6142,Winter,0,1, Clear + Few clouds,17.22,21.21,58,7.0015,1320105600000000000,18,Tuesday,November,460
6143,Spring,0,0, Mist + Cloudy ,4.1,2.275,46,46.0022,1329004800000000000,3,Sunday,February,14
6144,Fall,0,0, Clear + Few clouds,18.86,22.725,72,7.0015,1316217600000000000,1,Saturday,September,80
6145,Spring,0,1, Clear + Few clouds,17.22,21.21,38,23.9994,1329177600000000000,17,Tuesday,February,523
6146,Winter,0,0, Clear + Few clouds,10.66,15.15,81,0.0,1320537600000000000,2,Sunday,November,29
6147,Spring,0,1, Mist + Cloudy ,8.2,12.88,86,0.0,1296518400000000000,12,Tuesday,February,55
6148,Spring,0,1, Clear + Few clouds,18.04,21.97,82,7.0015,1331683200000000000,7,Wednesday,March,368
6149,Winter,0,0, Clear + Few clouds,11.48,13.635,48,16.9979,1324166400000000000,16,Sunday,December,234
6150,Fall,0,1," Light Snow, Light Rain",26.24,28.79,89,19.9995,1344556800000000000,6,Friday,August,44
6151,Spring,0,1, Clear + Few clouds,14.76,16.665,53,16.9979,1299801600000000000,13,Friday,March,107
6152,Summer,0,1, Mist + Cloudy ,27.06,31.06,61,16.9979,1308182400000000000,10,Thursday,June,121
6153,Fall,0,0," Light Snow, Light Rain",25.42,28.79,83,11.0014,1344643200000000000,3,Saturday,August,21
6154,Summer,1,0, Clear + Few clouds,32.8,34.85,33,30.0026,1334534400000000000,15,Monday,April,275
6155,Fall,0,1, Clear + Few clouds,33.62,37.12,43,19.9995,1312761600000000000,14,Monday,August,150
6156,Summer,0,1, Clear + Few clouds,21.32,25.0,88,15.0013,1304380800000000000,4,Tuesday,May,4
6157,Spring,0,0, Clear + Few clouds,14.76,17.425,46,15.0013,1325980800000000000,11,Sunday,January,256
6158,Summer,0,1, Clear + Few clouds,26.24,31.06,41,16.9979,1307923200000000000,21,Monday,June,218
6159,Spring,0,1, Mist + Cloudy ,9.84,12.88,70,11.0014,1328659200000000000,9,Wednesday,February,253
6160,Summer,0,0, Clear + Few clouds,20.5,24.24,59,7.0015,1304726400000000000,23,Saturday,May,119
6161,Summer,0,0, Clear + Few clouds,18.04,21.97,94,16.9979,1302393600000000000,22,Sunday,April,57
6162,Summer,0,0, Clear + Few clouds,28.7,32.575,58,6.0032,1336176000000000000,11,Saturday,May,575
6163,Summer,0,1, Clear + Few clouds,21.32,25.0,55,30.0026,1337212800000000000,8,Thursday,May,634
6164,Spring,0,0, Clear + Few clouds,18.86,22.725,41,30.0026,1299888000000000000,16,Saturday,March,244
6165,Fall,0,0, Clear + Few clouds,25.42,29.545,73,11.0014,1315008000000000000,3,Saturday,September,35
6166,Fall,0,1, Clear + Few clouds,25.42,29.545,73,7.0015,1342051200000000000,5,Thursday,July,44
6167,Spring,0,1, Mist + Cloudy ,9.84,12.88,52,6.0032,1325721600000000000,10,Thursday,January,86
6168,Winter,0,1, Mist + Cloudy ,18.86,22.725,94,12.998,1355097600000000000,21,Monday,December,245
6169,Summer,0,1," Light Snow, Light Rain",13.94,16.665,76,11.0014,1302220800000000000,3,Friday,April,1
6170,Fall,0,1, Clear + Few clouds,27.06,31.06,69,0.0,1345075200000000000,0,Thursday,August,76
6171,Winter,0,0, Clear + Few clouds,10.66,12.88,60,15.0013,1324166400000000000,12,Sunday,December,228
6172,Summer,0,1, Clear + Few clouds,22.96,26.515,68,15.0013,1308009600000000000,23,Tuesday,June,110
6173,Spring,0,1, Clear + Few clouds,14.76,16.665,40,19.0012,1299196800000000000,14,Friday,March,95
6174,Fall,0,1," Light Snow, Light Rain",25.42,27.275,94,6.0032,1315440000000000000,5,Thursday,September,14
6175,Summer,0,1, Clear + Few clouds,23.78,27.275,28,36.9974,1333929600000000000,15,Monday,April,255
6176,Summer,0,1, Clear + Few clouds,14.76,16.665,46,22.0028,1334102400000000000,20,Wednesday,April,235
6177,Fall,0,0, Mist + Cloudy ,27.06,30.305,83,11.0014,1309651200000000000,21,Sunday,July,167
6178,Winter,0,1, Mist + Cloudy ,22.14,25.76,77,7.0015,1349136000000000000,2,Tuesday,October,2
6179,Summer,0,0, Clear + Few clouds,28.7,32.575,58,11.0014,1307232000000000000,14,Sunday,June,385
6180,Summer,0,0, Clear + Few clouds,16.4,20.455,28,16.9979,1333756800000000000,1,Saturday,April,69
6181,Summer,0,0, Clear + Few clouds,26.24,31.06,57,6.0032,1307232000000000000,0,Sunday,June,113
6182,Winter,0,1, Mist + Cloudy ,10.66,12.12,56,19.0012,1355356800000000000,3,Thursday,December,2
6183,Winter,0,0, Clear + Few clouds,22.96,26.515,68,6.0032,1318118400000000000,10,Sunday,October,365
6184,Summer,0,1, Mist + Cloudy ,22.96,26.515,78,16.9979,1304380800000000000,2,Tuesday,May,5
6185,Summer,0,0, Clear + Few clouds,27.06,31.06,54,19.9995,1339891200000000000,16,Sunday,June,580
6186,Winter,0,1, Mist + Cloudy ,13.12,16.665,66,7.0015,1353024000000000000,0,Friday,November,65
6187,Spring,0,1, Clear + Few clouds,9.02,9.85,37,26.0027,1294963200000000000,13,Friday,January,77
6188,Spring,0,1, Clear + Few clouds,22.96,26.515,43,32.9975,1331078400000000000,17,Wednesday,March,612
6189,Fall,0,1, Mist + Cloudy ,24.6,29.545,69,27.9993,1316044800000000000,15,Thursday,September,135
6190,Fall,0,0, Clear + Few clouds,28.7,32.575,70,0.0,1346457600000000000,4,Saturday,September,12
6191,Fall,0,0," Light Snow, Light Rain",31.16,36.365,67,16.9979,1346457600000000000,20,Saturday,September,207
6192,Winter,0,1, Mist + Cloudy ,16.4,20.455,82,0.0,1317600000000000000,22,Monday,October,91
6193,Fall,0,1, Clear + Few clouds,29.52,34.85,74,16.9979,1346803200000000000,0,Wednesday,September,37
6194,Summer,0,1, Mist + Cloudy ,24.6,28.79,78,11.0014,1340064000000000000,8,Tuesday,June,673
6195,Summer,0,1," Light Snow, Light Rain",21.32,25.0,94,15.0013,1305676800000000000,2,Wednesday,May,6
6196,Fall,0,1, Clear + Few clouds,26.24,30.305,69,0.0,1344816000000000000,3,Monday,August,6
6197,Spring,0,1, Clear + Few clouds,0.82,0.76,34,19.0012,1325635200000000000,3,Wednesday,January,1
6198,Summer,0,0, Clear + Few clouds,21.32,25.0,48,0.0,1336780800000000000,8,Saturday,May,178
6199,Winter,0,1," Light Snow, Light Rain",14.76,18.94,100,0.0,1355702400000000000,4,Monday,December,5
6200,Summer,0,0, Clear + Few clouds,29.52,34.09,66,0.0,1307836800000000000,9,Sunday,June,182
6201,Spring,0,1, Clear + Few clouds,10.66,12.88,60,15.0013,1328227200000000000,5,Friday,February,17
6202,Winter,0,1," Light Snow, Light Rain",24.6,29.545,69,26.0027,1350259200000000000,9,Monday,October,359
6203,Winter,0,0, Clear + Few clouds,13.12,15.91,81,11.0014,1317513600000000000,6,Sunday,October,15
6204,Spring,0,1, Clear + Few clouds,8.2,10.605,51,11.0014,1294272000000000000,20,Thursday,January,69
6205,Fall,0,1, Clear + Few clouds,27.88,31.06,30,6.0032,1347321600000000000,14,Tuesday,September,255
6206,Fall,0,0, Clear + Few clouds,24.6,29.545,73,6.0032,1310774400000000000,4,Saturday,July,16
6207,Spring,1,0, Clear + Few clouds,4.1,6.06,58,11.0014,1326672000000000000,8,Monday,January,78
6208,Spring,0,1, Mist + Cloudy ,13.12,17.425,57,0.0,1328832000000000000,20,Friday,February,151
6209,Summer,0,1, Clear + Few clouds,28.7,31.82,34,19.0012,1339027200000000000,19,Thursday,June,602
6210,Summer,0,1, Mist + Cloudy ,22.14,25.76,88,16.9979,1305590400000000000,9,Tuesday,May,207
6211,Spring,0,1, Clear + Few clouds,9.02,11.365,55,11.0014,1328832000000000000,9,Friday,February,275
6212,Winter,0,1, Clear + Few clouds,23.78,27.275,56,8.9981,1317772800000000000,19,Wednesday,October,374
6213,Fall,0,0, Clear + Few clouds,34.44,36.365,30,15.0013,1309564800000000000,17,Saturday,July,349
6214,Fall,0,1," Light Snow, Light Rain",26.24,28.03,94,19.0012,1315440000000000000,16,Thursday,September,156
6215,Winter,1,0, Clear + Few clouds,12.3,13.635,42,23.9994,1320969600000000000,8,Friday,November,258
6216,Fall,0,0, Clear + Few clouds,32.8,37.12,49,22.0028,1310256000000000000,19,Sunday,July,303
6217,Summer,0,1, Mist + Cloudy ,25.42,30.305,65,16.9979,1336521600000000000,10,Wednesday,May,153
6218,Spring,0,0, Clear + Few clouds,18.04,21.97,44,11.0014,1329523200000000000,19,Saturday,February,188
6219,Spring,0,1, Clear + Few clouds,3.28,3.79,38,19.0012,1297209600000000000,2,Wednesday,February,3
6220,Fall,0,0, Clear + Few clouds,31.98,37.88,66,7.0015,1341705600000000000,4,Sunday,July,13
6221,Spring,0,1, Clear + Few clouds,8.2,7.575,44,35.0008,1296691200000000000,1,Thursday,February,5
6222,Fall,0,1, Clear + Few clouds,27.06,31.06,65,6.0032,1313539200000000000,7,Wednesday,August,308
6223,Spring,0,1, Mist + Cloudy ,18.04,21.97,72,15.0013,1297987200000000000,10,Friday,February,95
6224,Spring,0,1, Mist + Cloudy ,12.3,14.395,75,16.9979,1299628800000000000,10,Wednesday,March,57
6225,Winter,0,1, Clear + Few clouds,13.12,16.665,93,7.0015,1320710400000000000,8,Tuesday,November,466
6226,Winter,0,0, Clear + Few clouds,12.3,13.635,52,19.9995,1320451200000000000,3,Saturday,November,8
6227,Fall,0,0, Clear + Few clouds,27.06,31.06,65,15.0013,1310860800000000000,0,Sunday,July,125
6228,Winter,0,0, Clear + Few clouds,13.94,17.425,53,7.0015,1351900800000000000,21,Saturday,November,166
6229,Spring,0,1, Clear + Few clouds,14.76,16.665,62,27.9993,1329436800000000000,11,Friday,February,142
6230,Summer,0,1, Clear + Few clouds,31.16,33.335,27,15.0013,1339113600000000000,18,Friday,June,723
6231,Winter,0,0, Clear + Few clouds,16.4,20.455,58,12.998,1350086400000000000,21,Saturday,October,204
6232,Spring,0,1, Clear + Few clouds,13.12,14.395,61,23.9994,1329264000000000000,8,Wednesday,February,515
6233,Winter,0,1, Clear + Few clouds,13.12,17.425,93,0.0,1320624000000000000,4,Monday,November,6
6234,Spring,0,1, Mist + Cloudy ,12.3,15.91,81,6.0032,1295395200000000000,12,Wednesday,January,70
6235,Fall,0,1, Clear + Few clouds,27.06,30.305,83,16.9979,1310515200000000000,23,Wednesday,July,116
6236,Summer,0,1, Clear + Few clouds,26.24,31.06,31,22.0028,1307059200000000000,11,Friday,June,192
6237,Winter,0,1, Clear + Few clouds,24.6,31.06,53,8.9981,1354492800000000000,16,Monday,December,442
6238,Winter,0,1, Mist + Cloudy ,14.76,17.425,66,15.0013,1353283200000000000,1,Monday,November,19
6239,Summer,0,1, Clear + Few clouds,35.26,40.15,47,19.9995,1306886400000000000,17,Wednesday,June,486
6240,Spring,0,1, Clear + Few clouds,9.84,14.395,23,0.0,1299110400000000000,15,Thursday,March,68
6241,Fall,0,1, Clear + Few clouds,36.08,38.635,32,15.0013,1344470400000000000,14,Thursday,August,247
6242,Spring,0,0, Mist + Cloudy ,16.4,20.455,94,7.0015,1332028800000000000,5,Sunday,March,6
6243,Spring,0,1, Clear + Few clouds,13.12,14.395,57,27.9993,1295395200000000000,19,Wednesday,January,112
6244,Spring,0,1, Clear + Few clouds,14.76,17.425,46,11.0014,1329264000000000000,20,Wednesday,February,211
6245,Winter,1,0, Clear + Few clouds,21.32,25.0,77,16.9979,1352678400000000000,22,Monday,November,112
6246,Fall,0,0, Mist + Cloudy ,27.06,30.305,83,22.0028,1313193600000000000,23,Saturday,August,120
6247,Fall,0,0, Clear + Few clouds,31.98,37.88,66,8.9981,1341619200000000000,0,Saturday,July,150
6248,Winter,0,0, Clear + Few clouds,11.48,15.91,70,0.0,1320451200000000000,23,Saturday,November,85
6249,Spring,0,1, Clear + Few clouds,10.66,12.88,53,15.0013,1330905600000000000,19,Monday,March,226
6250,Spring,0,0," Light Snow, Light Rain",9.02,11.365,93,8.9981,1328918400000000000,6,Saturday,February,9
6251,Winter,0,1, Clear + Few clouds,14.76,17.425,50,15.0013,1355443200000000000,13,Friday,December,313
6252,Summer,0,0, Mist + Cloudy ,26.24,31.06,27,23.9994,1334361600000000000,15,Saturday,April,658
6253,Winter,0,1, Mist + Cloudy ,16.4,20.455,62,19.0012,1353283200000000000,12,Monday,November,242
6254,Summer,0,0, Mist + Cloudy ,13.94,17.425,66,7.0015,1301702400000000000,9,Saturday,April,87
6255,Summer,0,1, Mist + Cloudy ,24.6,31.06,53,26.0027,1336348800000000000,16,Monday,May,388
6256,Winter,0,0, Clear + Few clouds,13.94,16.665,66,8.9981,1321142400000000000,6,Sunday,November,23
6257,Fall,1,0, Clear + Few clouds,30.34,34.85,70,15.0013,1346630400000000000,15,Monday,September,449
6258,Fall,0,1," Light Snow, Light Rain",28.7,33.335,84,7.0015,1312329600000000000,20,Wednesday,August,87
6259,Summer,0,0, Mist + Cloudy ,15.58,19.695,94,8.9981,1302393600000000000,9,Sunday,April,81
6260,Winter,0,0, Clear + Few clouds,10.66,13.635,87,7.0015,1320537600000000000,7,Sunday,November,28
6261,Fall,0,0, Clear + Few clouds,25.42,31.06,41,26.0027,1347667200000000000,10,Saturday,September,442
6262,Summer,0,1, Clear + Few clouds,18.86,22.725,59,19.9995,1302134400000000000,19,Thursday,April,226
6263,Fall,0,1, Mist + Cloudy ,24.6,27.275,88,12.998,1313366400000000000,5,Monday,August,17
6264,Summer,0,1, Clear + Few clouds,22.96,26.515,64,19.9995,1307923200000000000,4,Monday,June,4
6265,Spring,0,1, Clear + Few clouds,24.6,29.545,15,32.9975,1297641600000000000,14,Monday,February,90
6266,Summer,0,1, Clear + Few clouds,25.42,30.305,69,15.0013,1304294400000000000,12,Monday,May,187
6267,Fall,0,1, Clear + Few clouds,33.62,37.12,43,15.0013,1344902400000000000,16,Tuesday,August,458
6268,Fall,0,1, Mist + Cloudy ,22.96,26.515,68,8.9981,1316390400000000000,18,Monday,September,540
6269,Spring,0,1, Mist + Cloudy ,13.94,15.91,71,19.0012,1300147200000000000,20,Tuesday,March,88
6270,Winter,0,0, Clear + Few clouds,9.84,12.12,56,11.0014,1321660800000000000,2,Saturday,November,46
6271,Summer,0,0, Clear + Few clouds,25.42,31.06,38,6.0032,1337385600000000000,11,Saturday,May,586
6272,Fall,0,0, Mist + Cloudy ,26.24,29.545,78,7.0015,1345334400000000000,18,Sunday,August,377
6273,Spring,0,0, Clear + Few clouds,13.12,14.395,31,35.0008,1297468800000000000,17,Saturday,February,137
6274,Fall,0,1, Clear + Few clouds,35.26,38.635,39,19.0012,1312761600000000000,16,Monday,August,282
6275,Winter,0,1, Mist + Cloudy ,13.94,15.15,42,19.9995,1323993600000000000,11,Friday,December,144
6276,Spring,0,0, Mist + Cloudy ,17.22,21.21,88,7.0015,1332028800000000000,10,Sunday,March,351
6277,Summer,0,1, Clear + Few clouds,20.5,24.24,42,7.0015,1336608000000000000,22,Thursday,May,232
6278,Spring,0,0, Clear + Few clouds,4.92,7.575,80,7.0015,1297468800000000000,7,Saturday,February,11
6279,Spring,0,1, Clear + Few clouds,11.48,12.12,33,27.9993,1326412800000000000,17,Friday,January,332
6280,Spring,0,1, Clear + Few clouds,13.94,15.91,19,16.9979,1297728000000000000,16,Tuesday,February,98
6281,Fall,0,0, Clear + Few clouds,29.52,32.575,30,19.0012,1347148800000000000,14,Sunday,September,647
6282,Spring,0,1, Clear + Few clouds,11.48,14.395,45,8.9981,1329091200000000000,21,Monday,February,147
6283,Summer,0,1, Clear + Few clouds,21.32,25.0,83,19.0012,1305504000000000000,7,Monday,May,272
6284,Summer,0,1," Light Snow, Light Rain",24.6,27.275,88,8.9981,1338508800000000000,23,Friday,June,73
6285,Fall,0,1, Clear + Few clouds,29.52,35.605,84,11.0014,1346803200000000000,20,Wednesday,September,412
6286,Spring,0,0, Mist + Cloudy ,10.66,12.12,81,19.0012,1328918400000000000,13,Saturday,February,235
6287,Winter,0,1, Clear + Few clouds,21.32,25.0,48,12.998,1320278400000000000,16,Thursday,November,267
